inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
10,0,0,0,0,0,0.0,1651761250
4,0,0,0,0,5,1.0,1651761259
3,0,0,0,0,3,1.5,1651761269
6,0,0,0,0,2,0.5,1651761279
7,0,0,0,0,2,1.0,1651761289
8,3,0,0,1,1,0.0,1651761300
9,0,0,0,0,0,0.0,1651761309
5,0,0,0,0,5,0.0,1651761320
6,0,0,0,0,3,0.0,1651761329
8,0,0,0,0,2,0.0,1651761339
4,0,0,0,0,5,3.5,1651761349
5,0,0,0,0,3,0.5,1651761359
6,0,0,0,0,4,2.5,1651761369
5,0,0,0,0,3,0.0,1651761380
2,0,0,0,0,7,0.0,1651761389
3,0,0,0,0,5,1.0,1651761399
6,0,0,0,0,4,1.5,1651761410
3,1,0,0,0,5,5.0,1651761419
5,0,0,0,0,2,1.0,1651761429
3,0,0,0,0,7,2.5,1651761439
6,1,0,0,0,3,3.5,1651761450
7,2,0,0,0,3,0.0,1651761459
7,4,0,0,0,3,1.0,1651761470
2,2,0,0,1,6,0.0,1651761479
6,2,0,0,0,4,0.0,1651761490
2,0,0,0,1,6,0.5,1651761500
4,2,0,0,0,5,0.0,1651761509
4,1,0,0,0,2,7.0,1651761519
1,0,0,0,0,6,0.0,1651761529
9,1,0,0,1,0,0.0,1651761539
