inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
9,0,0,0,0,0,0,1651761989
10,0,0,0,0,0,0,1651761999
11,0,0,0,0,0,0,1651762010
10,0,0,0,0,0,0,1651762020
6,0,0,1,2,0,0,1651762029
9,1,0,0,0,0,0,1651762038
10,0,0,0,0,0,0,1651762048
11,0,0,0,0,0,0,1651762059
10,0,0,0,0,0,0,1651762069
7,0,1,0,2,0,0,1651762079
8,0,0,0,0,0,0,1651762089
10,0,0,0,0,0,0,1651762099
10,0,0,0,0,0,0,1651762109
11,0,0,0,0,0,0,1651762120
9,0,0,0,0,0,0,1651762129
9,0,0,0,0,2,0,1651762140
10,0,0,0,0,0,0,1651762150
10,0,0,0,0,0,0,1651762160
8,0,0,0,0,2,0,1651762170
8,4,0,0,1,0,0,1651762179
10,0,0,0,0,0,0,1651762189
10,0,0,0,0,0,0,1651762199
9,0,0,0,0,0,0,1651762208
12,0,0,0,0,0,0,1651762220
5,0,0,0,0,4,0,1651762229
8,2,0,0,2,0,0,1651762239
9,0,0,0,0,1,0,1651762249
8,0,0,0,0,1,0,1651762259
10,0,0,0,0,0,0,1651762269
9,0,0,0,0,0,0,1651762278
