inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
10,0,0,0,0,0,0,1651762300
9,0,0,0,0,0,0,1651762309
10,0,0,0,0,0,0,1651762319
10,0,0,0,0,0,0,1651762329
6,0,0,0,0,4,0,1651762339
10,0,0,0,0,0,0,1651762349
9,0,0,0,0,0,0,1651762358
10,0,0,3,2,0,0,1651762370
9,0,0,0,0,0,0,1651762379
10,0,0,0,0,0,0,1651762389
10,0,0,0,0,0,0,1651762399
7,0,0,0,0,4,0,1651762410
6,0,0,0,0,3,0,1651762419
10,0,0,0,0,0,0,1651762429
10,0,0,0,0,0,0,1651762439
10,0,0,0,0,0,0,1651762449
10,0,0,0,0,0,0,1651762459
10,0,0,0,0,0,0,1651762469
5,0,0,0,0,5,0,1651762480
9,1,0,0,1,0,0,1651762490
10,0,0,0,0,0,0,1651762500
9,0,0,0,0,0,0,1651762509
10,0,0,0,0,0,0,1651762519
10,0,0,0,0,0,0,1651762529
11,0,0,0,0,0,0,1651762540
9,0,0,0,0,0,0,1651762549
10,0,0,0,0,0,0,1651762559
10,0,0,0,0,0,0,1651762569
10,0,0,0,0,0,0,1651762579
10,0,0,0,0,0,0,1651762589
