inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
10,0,0,0,0,0,0.0,1651760767
10,0,0,0,0,0,0.0,1651760777
5,2,0,0,0,1,0.5,1651760786
10,0,0,0,0,0,0.0,1651760796
10,0,0,0,0,0,0.0,1651760806
10,0,0,0,0,0,0.0,1651760816
9,0,0,0,0,2,0.0,1651760825
4,0,0,0,2,1,1.0,1651760836
10,4,0,0,0,0,0.0,1651760847
7,0,0,0,0,3,0.0,1651760857
6,0,0,0,0,2,2.0,1651760866
10,0,0,0,0,0,0.0,1651760876
6,0,0,0,0,3,0.0,1651760886
8,0,0,0,0,1,4.0,1651760896
10,0,0,0,0,0,0.0,1651760906
8,0,0,0,0,0,0.0,1651760914
10,3,0,0,1,1,0.0,1651760926
11,0,0,0,0,0,0.0,1651760937
5,0,0,0,0,4,1.5,1651760947
5,2,0,0,1,2,3.5,1651760957
9,0,0,0,0,0,2.0,1651760966
10,0,0,0,0,0,0.0,1651760976
9,0,0,0,0,2,0.0,1651760986
4,0,0,0,0,4,1.0,1651760997
7,0,0,0,0,0,0.0,1651761004
11,0,0,0,0,0,0.0,1651761015
0,0,0,0,0,0,0.0,1651761015
21,0,0,0,0,0,0.0,1651761037
7,0,0,0,0,0,0.0,1651761046
4,0,0,0,0,6,0.0,1651761056
