inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
7,0,0,0,3,0,0,1651761249
10,0,0,0,0,0,0,1651761259
8,0,0,0,0,0,0,1651761269
6,0,0,1,3,0,0,1651761279
8,0,0,0,3,0,0,1651761290
8,7,2,0,1,0,0,1651761299
7,0,0,0,1,0,0,1651761309
7,0,0,1,2,0,0,1651761319
7,0,0,0,0,0,0,1651761330
7,0,0,1,2,0,0,1651761339
10,0,0,0,0,0,0,1651761349
10,0,0,0,0,0,0,1651761359
10,0,0,0,0,0,0,1651761369
10,0,0,0,0,0,0,1651761379
10,0,0,0,0,0,0,1651761389
10,0,0,0,0,0,0,1651761399
10,0,0,0,0,0,0,1651761409
9,0,0,0,0,0,0,1651761418
11,0,0,0,0,0,0,1651761429
9,0,0,0,0,0,0,1651761438
11,0,0,0,0,0,0,1651761449
10,0,0,0,0,0,0,1651761459
10,0,0,0,0,0,0,1651761469
9,0,0,0,0,0,0,1651761478
11,0,0,0,0,0,0,1651761489
10,0,0,0,0,0,0,1651761499
9,0,0,0,0,0,0,1651761508
8,0,0,0,0,0,0,1651761516
13,0,0,0,0,0,0,1651761529
10,0,0,0,0,0,0,1651761539
