inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
9,0,0,0,0,0,0,1651762299
10,0,0,0,0,0,0,1651762309
6,0,0,0,0,5,0,1651762320
6,0,0,1,2,0,0,1651762329
10,0,0,0,0,0,0,1651762339
9,0,0,0,0,0,0,1651762348
10,0,1,0,2,0,0,1651762360
9,0,0,0,0,0,0,1651762369
10,0,0,0,0,0,0,1651762379
9,0,0,0,0,1,0,1651762389
6,0,0,6,2,1,0,1651762399
10,0,0,0,0,0,0,1651762409
10,0,0,0,0,0,0,1651762419
10,0,0,0,0,0,0,1651762429
10,0,0,0,0,0,0,1651762439
10,0,0,0,0,0,0,1651762449
1,0,0,0,0,7,0,1651762459
9,0,1,0,2,0,0,1651762470
9,0,0,0,0,0,0,1651762479
10,0,0,0,0,0,0,1651762489
10,0,0,0,0,0,0,1651762499
9,0,0,0,0,0,0,1651762508
2,0,0,0,0,0,0,1651762510
18,0,0,0,0,0,0,1651762528
10,0,0,0,0,1,0,1651762539
5,0,0,0,0,3,0,1651762549
10,0,0,0,0,0,0,1651762559
10,0,0,0,0,0,0,1651762569
10,0,0,0,0,0,0,1651762579
10,0,0,0,0,0,0,1651762589
