A2M183CETUMR96_speedup,A2M183CETUMR96_rubble,A2M183CETUMR96_triage_red,A2M183CETUMR96_triage_yellow,A2M183CETUMR96_triage_green,A2M183CETUMR96_effort,A2M183CETUMR96_timestamp,A2M183CETUMR96_x,A2M183CETUMR96_y,A2M183CETUMR96_event,A33VGSEJ44ORMF_speedup,A33VGSEJ44ORMF_rubble,A33VGSEJ44ORMF_triage_red,A33VGSEJ44ORMF_triage_yellow,A33VGSEJ44ORMF_triage_green,A33VGSEJ44ORMF_effort,A33VGSEJ44ORMF_timestamp,A33VGSEJ44ORMF_x,A33VGSEJ44ORMF_y,A33VGSEJ44ORMF_event,A2JDYN6QM8M5UN_speedup,A2JDYN6QM8M5UN_rubble,A2JDYN6QM8M5UN_triage_red,A2JDYN6QM8M5UN_triage_yellow,A2JDYN6QM8M5UN_triage_green,A2JDYN6QM8M5UN_effort,A2JDYN6QM8M5UN_timestamp,A2JDYN6QM8M5UN_x,A2JDYN6QM8M5UN_y,A2JDYN6QM8M5UN_event,A1WH32GYQOHIRQ_speedup,A1WH32GYQOHIRQ_rubble,A1WH32GYQOHIRQ_triage_red,A1WH32GYQOHIRQ_triage_yellow,A1WH32GYQOHIRQ_triage_green,A1WH32GYQOHIRQ_effort,A1WH32GYQOHIRQ_timestamp,A1WH32GYQOHIRQ_x,A1WH32GYQOHIRQ_y,A1WH32GYQOHIRQ_event,publish,A2M183CETUMR96_triage,A2M183CETUMR96_exploration,A2M183CETUMR96_move,A33VGSEJ44ORMF_triage,A33VGSEJ44ORMF_exploration,A33VGSEJ44ORMF_move,A2JDYN6QM8M5UN_triage,A2JDYN6QM8M5UN_exploration,A2JDYN6QM8M5UN_move,A1WH32GYQOHIRQ_triage,A1WH32GYQOHIRQ_exploration,A1WH32GYQOHIRQ_move
0,0.599822998046875,0,0,0,6,1655837213.312978,27,47,rubble,0,0,0,0,0,0,1655837213.617035,27,19,,0,0,0,0,0,0,1655837212.713155,27,45,,0,0,0,0,0,0,1655837213.481127,28,18,triage red in-progress,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,6,1655837213.669039,27,47,,0,0,0,0,0,0,1655837213.617035,27,19,,0,0,0,0,0,0,1655837212.713155,27,45,,0,0,0,0,0,0,1655837213.481127,28,18,triage red in-progress,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,6,1655837213.669039,27,47,,0,0,0,0,0,0,1655837213.617035,27,19,,0,0,0,0,0,0,1655837214.009957,27,45,,0,0,0,0,0,0,1655837213.481127,28,18,triage red in-progress,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,7,1655837214.601606,26,47,,0,0,0,0,0,0,1655837213.617035,27,19,,0,0,0,0,0,1,1655837214.009957,27,46,,0,0,0,0,0,0,1655837213.481127,28,18,triage red in-progress,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,7,1655837214.601606,26,47,,0,0,0,0,0,0,1655837213.617035,27,19,,0,0,0,0,0,1,1655837214.61039,27,46,,0,0,0,0,0,0,1655837213.481127,28,18,triage red in-progress,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,7,1655837214.601606,26,47,,0,0,0,0,0,0,1655837214.731796,27,19,,0,0,0,0,0,1,1655837214.61039,27,46,,0,0,0,0,0,0,1655837213.481127,28,18,triage red in-progress,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,7,1655837214.601606,26,47,,0,0,0,0,0,0,1655837214.731796,27,19,,0,0,0,0,0,1,1655837214.61039,27,46,,0,0,0,0,0,0,1655837214.765103,28,18,triage red in-progress,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,7,1655837214.601606,26,47,,0,0,0,0,0,0,1655837214.731796,27,19,,0,0,0,0,0,1,1655837214.61039,27,46,,0,0,0,0,0,0,1655837214.766684,28,18,triage red in-progress,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,7,1655837214.601606,26,47,,0,0,0,0,0,0,1655837214.731796,27,19,,0,0,0,0,0,1,1655837214.61039,27,46,,0,0,0,0,0,0,1655837214.768233,28,18,triage red in-progress,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,7,1655837214.601606,26,47,,0,0,0,0,0,0,1655837214.731796,27,19,,0,0,0,0,0,1,1655837214.61039,27,46,,0,0,0,0,0,0,1655837214.769763,28,18,triage red in-progress,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,7,1655837214.601606,26,47,,0,0,0,0,0,0,1655837214.731796,27,19,,0,0,0,0,0,1,1655837214.61039,27,46,,0,0,0,0,0,0,1655837214.770557,28,18,triage red in-progress,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,7,1655837214.601606,26,47,,0,0,0,0,0,0,1655837214.731796,27,19,,0,0,0,0,0,1,1655837214.61039,27,46,,0,0,2.0578160285949707,0,0,20,1655837214.770971,28,18,red,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,8,1655837214.601606,26,46,,0,0,0,0,0,0,1655837214.960447,27,19,,0,0,0,0,0,2,1655837214.61039,28,46,,0,0,2.0578160285949707,0,0,21,1655837214.770971,28,19,red,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,9,1655837214.601606,26,45,,0,0,0,0,0,0,1655837214.960447,27,19,,0,0,0,0,0,2,1655837214.61039,28,46,,0,0,2.0578160285949707,0,0,21,1655837215.400881,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,10,1655837215.592992,27,45,,0,0,0,0,0,0,1655837214.960447,27,19,,0,0,0,0,0,2,1655837214.61039,28,46,,0,0,2.0578160285949707,0,0,21,1655837215.400881,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,10,1655837215.592992,27,45,,0,0,0,0,0,0,1655837214.960447,27,19,,0,0,0,0,0,2,1655837215.753003,28,46,,0,0,2.0578160285949707,0,0,21,1655837215.400881,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,10,1655837215.592992,27,45,,0,0,0,0,0,0,1655837214.960447,27,19,,0,0,0,0,0,2,1655837215.753729,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837215.400881,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,11,1655837215.592992,28,45,,0,0,0,0,0,0,1655837214.960447,27,19,,0,0,0,0,0,2,1655837215.753729,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837215.901776,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,11,1655837215.592992,28,45,,0,0,0,0,0,0,1655837214.960447,27,19,,0,0,0,0,0,2,1655837215.940422,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837215.901776,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,12,1655837215.592992,29,45,,0,0,0,0,0,0,1655837214.960447,27,19,,0,0,0,0,0,2,1655837216.101708,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837215.901776,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,12,1655837215.592992,29,45,,0,0,0,0,0,0,1655837214.960447,27,19,,0,0,0,0,0,2,1655837216.265852,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837215.901776,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,13,1655837215.592992,30,45,,0,0,0,0,0,0,1655837216.369577,27,19,,0,0,0,0,0,2,1655837216.265852,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837215.901776,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,13,1655837215.592992,30,45,,0,0,0,0,0,0,1655837216.369577,27,19,,0,0,0,0,0,2,1655837216.527053,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837215.901776,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,13,1655837215.592992,30,45,,0,0,0,0,0,0,1655837216.369577,27,19,,0,0,0,0,0,2,1655837216.597817,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837215.901776,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,13,1655837216.648535,30,45,,0,0,0,0,0,0,1655837216.369577,27,19,,0,0,0,0,0,2,1655837216.597817,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837215.901776,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,13,1655837216.648535,30,45,,0,0,0,0,0,0,1655837216.369577,27,19,,0,0,0,0,0,2,1655837216.597817,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837216.711257,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,13,1655837216.648535,30,45,,0,0,0,0,0,0,1655837216.369577,27,19,,0,0,0,0,0,2,1655837216.717341,28,46,,0,0,2.0578160285949707,0,0,21,1655837216.711257,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,13,1655837216.648535,30,45,,0,0,0,0,0,0,1655837216.369577,27,19,,0,0,0,0,0,2,1655837216.876034,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837216.711257,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,14,1655837216.648535,29,45,,0,0,0,0,0,0,1655837216.369577,27,19,,0,0,0,0,0,2,1655837217.031286,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837216.711257,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,14,1655837216.648535,29,45,,0,0,0,0,0,0,1655837216.369577,27,19,,0,0,0,0,0,2,1655837217.137024,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837216.711257,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,15,1655837216.648535,29,44,,0,0,0,0,0,0,1655837216.369577,27,19,,0,0,0,0,0,2,1655837217.227663,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837216.711257,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,15,1655837216.648535,29,44,,0,0,0,0,0,0,1655837217.370937,27,19,,0,0,0,0,0,2,1655837217.227663,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837216.711257,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,15,1655837216.648535,29,44,,0,0,0,0,0,0,1655837217.370937,27,19,,0,0,0,0,0,2,1655837217.445947,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837216.711257,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,15,1655837216.648535,29,44,,0,0,0,0,0,0,1655837217.370937,27,19,,0,0,0,0,0,2,1655837217.550845,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837216.711257,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,15,1655837217.575519,29,44,,0,0,0,0,0,0,1655837217.370937,27,19,,0,0,0,0,0,2,1655837217.550845,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837216.711257,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,15,1655837217.575519,29,44,,0,0,0,0,0,0,1655837217.370937,27,19,,0,0,0,0,0,2,1655837217.550845,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837217.69724,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,15,1655837217.575519,29,44,,0,0,0,0,0,0,1655837217.370937,27,19,,0,0,0,0,0,2,1655837217.801543,28,46,,0,0,2.0578160285949707,0,0,21,1655837217.69724,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,15,1655837217.575519,29,44,,0,0,0,0,0,0,1655837217.370937,27,19,,0,0,0,0,0,2,1655837217.802238,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837217.69724,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,16,1655837217.575519,29,43,,0,0,0,0,0,0,1655837217.370937,27,19,,0,0,0,0,0,2,1655837217.927555,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837217.69724,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,16,1655837217.575519,29,43,,0,0,0,0,0,0,1655837218.046725,27,19,,0,0,0,0,0,2,1655837217.927555,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837217.69724,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,16,1655837217.575519,29,43,,0,0,0,0,0,0,1655837218.046725,27,19,,0,0,0,0,0,2,1655837218.056498,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837217.69724,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,17,1655837217.575519,29,42,,0,0,0,0,0,0,1655837218.046725,27,19,,0,0,0,0,0,2,1655837218.300934,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837217.69724,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,17,1655837217.575519,29,42,,0,0,0,0,0,0,1655837218.046725,27,19,,0,0,0,0,0,2,1655837218.385289,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837217.69724,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,17,1655837218.574183,29,42,,0,0,0,0,0,0,1655837218.046725,27,19,,0,0,0,0,0,2,1655837218.385289,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837217.69724,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,17,1655837218.574183,29,42,,0,0,0,0,0,0,1655837218.046725,27,19,,0,0,0,0,0,2,1655837218.655874,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837217.69724,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,18,1655837218.574183,29,43,,0,0,0,0,0,0,1655837218.046725,27,19,,0,0,0,0,0,2,1655837218.796559,28,46,,0,0,2.0578160285949707,0,0,21,1655837217.69724,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,18,1655837218.574183,29,43,,0,0,0,0,0,0,1655837218.046725,27,19,,0,0,0,0,0,2,1655837218.797242,28,46,triage yellow in-progress,0,0,2.0578160285949707,0,0,21,1655837217.69724,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,18,1655837218.574183,29,43,,0,0,0,0,0,0,1655837218.046725,27,19,,0,0,0,3.044376850128174,0,22,1655837218.798106,28,46,yellow,0,0,2.0578160285949707,0,0,21,1655837217.69724,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,18,1655837218.574183,29,43,,0,0,0,0,0,0,1655837218.046725,27,19,,0,0,0,3.044376850128174,0,23,1655837218.798106,28,47,yellow,0,0,2.0578160285949707,0,0,21,1655837218.873475,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,20,1655837218.574183,27,43,,0,0,0,0,0,0,1655837219.276115,27,19,,0,0,0,3.044376850128174,0,23,1655837218.798106,28,47,yellow,0,0,2.0578160285949707,0,0,21,1655837218.873475,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,21,1655837219.593038,27,44,,0,0,0,0,0,0,1655837219.276115,27,19,,0,0,0,3.044376850128174,0,23,1655837218.798106,28,47,yellow,0,0,2.0578160285949707,0,0,21,1655837218.873475,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,21,1655837219.593038,27,44,,0,0,0,0,0,0,1655837219.276115,27,19,,0,0,0,3.044376850128174,0,23,1655837219.615679,28,47,,0,0,2.0578160285949707,0,0,21,1655837218.873475,28,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,24,1655837220.372359,27,47,start speedup,0,0,0,0,0,0,1655837219.276115,27,19,,0,0,0,3.044376850128174,0,25,1655837219.615679,28,45,,0,0,2.0578160285949707,0,0,22,1655837218.873475,29,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,30,1655837220.372359,24,47,start speedup,0,0,0,0,0,0,1655837220.434387,27,19,,0,0,0,3.044376850128174,0,25,1655837219.615679,28,45,,0,0,2.0578160285949707,0,0,22,1655837218.873475,29,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,32,1655837220.372359,23,47,start speedup,0,0,0,0,0,0,1655837220.434387,27,19,,0,0,0,3.044376850128174,0,25,1655837219.615679,28,45,,0,0,2.0578160285949707,0,0,22,1655837220.57239,29,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,32,1655837220.574049,23,47,,0,0,0,0,0,0,1655837220.434387,27,19,,0,0,0,3.044376850128174,0,25,1655837219.615679,28,45,,0,0,2.0578160285949707,0,0,22,1655837220.57239,29,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,32,1655837220.574049,23,47,,0,0,0,0,0,0,1655837220.434387,27,19,,0,0,0,3.044376850128174,0,25,1655837220.657646,28,45,,0,0,2.0578160285949707,0,0,22,1655837220.57239,29,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,32,1655837220.574049,23,47,,0,0,0,0,0,0,1655837220.434387,27,19,,0,0,0,3.044376850128174,0,25,1655837220.657646,28,45,,0,0,2.0578160285949707,0,0,22,1655837220.76979,29,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,36,1655837220.574049,23,45,,0,0,0,0,0,0,1655837221.379502,27,19,,0,0,0,3.044376850128174,0,27,1655837220.657646,27,46,,0,0,2.0578160285949707,0,0,22,1655837220.76979,29,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,48,1655837221.582982,23,39,,0,0,0,0,0,0,1655837221.379502,27,19,,0,0,0,3.044376850128174,0,28,1655837220.657646,27,47,,0,0,2.0578160285949707,0,0,22,1655837220.76979,29,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,52,1655837221.582982,23,37,,0,0,0,0,0,0,1655837221.379502,27,19,,0,0,0,3.044376850128174,0,28,1655837221.875173,27,47,,0,0,2.0578160285949707,0,0,22,1655837220.76979,29,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,52,1655837221.582982,23,37,,0,0,0,0,0,0,1655837221.887442,27,19,,0,0,0,3.044376850128174,0,29,1655837221.875173,26,47,,0,0,2.0578160285949707,0,0,22,1655837220.76979,29,19,,False,,,,,,,,,,,,
0,0.599822998046875,0,0,0,52,1655837221.582982,23,37,,0,0,0,0,0,0,1655837221.887442,27,19,,0,0,0,3.044376850128174,0,30,1655837221.875173,25,47,,0,0,2.0578160285949707,0,0,22,1655837221.953597,29,19,,False,,,,,,,,,,,,
1.6686859130859375,0.599822998046875,0,0,0,54,1655837222.041045,23,38,end speedup,0,0,0,0,0,0,1655837221.887442,27,19,,0,0,0,3.044376850128174,0,30,1655837221.875173,25,47,,0,0,2.0578160285949707,0,0,22,1655837221.953597,29,19,,False,,,,,,,,,,,,
1.6686859130859375,0.599822998046875,0,0,0,54,1655837222.574769,23,38,,0,0,0,0,0,1,1655837221.887442,26,19,,0,0,0,3.044376850128174,0,31,1655837221.875173,24,47,,0,0,2.0578160285949707,0,0,22,1655837221.953597,29,19,,False,,,,,,,,,,,,
1.6686859130859375,0.599822998046875,0,0,0,54,1655837222.574769,23,38,,0,0,0,0,0,1,1655837221.887442,26,19,,0,0,0,3.044376850128174,0,31,1655837222.575862,24,47,,0,0,2.0578160285949707,0,0,22,1655837221.953597,29,19,,False,,,,,,,,,,,,
1.6686859130859375,0.599822998046875,0,0,0,54,1655837222.574769,23,38,,0,0,0,0,0,1,1655837222.597063,26,19,,0,0,0,3.044376850128174,0,31,1655837222.575862,24,47,,0,0,2.0578160285949707,0,0,22,1655837221.953597,29,19,,False,,,,,,,,,,,,
1.6686859130859375,0.599822998046875,0,0,0,58,1655837222.574769,20,39,,0,0,0,0,0,1,1655837222.597063,26,19,,0,0,0,3.044376850128174,0,33,1655837222.575862,23,46,,0,0,2.0578160285949707,0,0,22,1655837223.409579,29,19,,True,0,26,7.600000000000001,0,0,0.2,1,0,2.5999999999999996,1,6,0.4
0,0,0,0,0,0,1655837222.574769,20,39,,0,0,0,0,0,0,1655837223.569839,26,19,,0,0,0,0,0,0,1655837222.575862,23,46,,0,0,0,0,0,0,1655837223.409579,29,19,,False,,,,,,,,,,,,
0,0,0,0,0,0,1655837223.570917,20,39,,0,0,0,0,0,0,1655837223.569839,26,19,,0,0,0,0,0,0,1655837222.575862,23,46,,0,0,0,0,0,0,1655837223.409579,29,19,,False,,,,,,,,,,,,
0,0,0,0,0,1,1655837223.570917,19,39,,0,0,0,0,0,0,1655837223.569839,26,19,,0,0,0,0,0,0,1655837223.596048,23,46,,0,0,0,0,0,0,1655837223.409579,29,19,,False,,,,,,,,,,,,
0,0,0,0,0,1,1655837223.570917,19,39,,0,0,0,0,0,0,1655837223.648658,26,19,start speedup,0,0,0,0,0,0,1655837223.596048,23,46,,0,0,0,0,0,1,1655837223.409579,28,19,,False,,,,,,,,,,,,
0,0,0,0,0,1,1655837223.570917,19,39,,0,0,0,0,0,0,1655837223.648658,26,19,start speedup,0,0,0,0,0,1,1655837223.596048,23,45,,0,0,0,0,0,1,1655837223.733582,28,19,,False,,,,,,,,,,,,
0,0,0,0,0,15,1655837224.374079,5,39,start speedup,0,0,0,0,0,18,1655837223.648658,26,28,start speedup,0,0,0,0,0,3,1655837223.596048,23,43,,0,0,0,0,0,2,1655837223.733582,27,19,,False,,,,,,,,,,,,
0.04067397117614746,0,0,0,0,17,1655837224.414753,6,39,end speedup,0,0,0,0,0,18,1655837223.648658,26,28,start speedup,0,0,0,0,0,3,1655837223.596048,23,43,,0,0,0,0,0,2,1655837223.733582,27,19,,False,,,,,,,,,,,,
0.04067397117614746,0,0,0,0,17,1655837224.577012,6,39,,0,0,0,0,0,18,1655837223.648658,26,28,start speedup,0,0,0,0,0,3,1655837223.596048,23,43,,0,0,0,0,0,2,1655837223.733582,27,19,,False,,,,,,,,,,,,
0.04067397117614746,0,0,0,0,17,1655837224.577012,6,39,,0,0,0,0,0,18,1655837224.677986,26,28,,0,0,0,0,0,3,1655837223.596048,23,43,,0,0,0,0,0,2,1655837223.733582,27,19,,False,,,,,,,,,,,,
0.04067397117614746,0,0,0,0,17,1655837224.577012,6,39,,0,0,0,0,0,20,1655837224.677986,26,29,,0,0,0,0,0,4,1655837224.780582,23,44,,0,0,0,0,0,3,1655837223.733582,26,19,,False,,,,,,,,,,,,
0.04067397117614746,0,0,0,0,18,1655837224.577012,7,39,,0,0,0,0,0,20,1655837224.677986,26,29,,0,0,0,0,0,4,1655837224.780582,23,44,,0,0,0,0,0,3,1655837224.808483,26,19,,False,,,,,,,,,,,,
0.04067397117614746,0,0,0,0,28,1655837225.572592,17,39,,0,0,0,0,0,26,1655837224.677986,26,32,,0,0,0,0,0,6,1655837224.780582,23,46,,0,0,0,0,0,5,1655837224.808483,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0,0,0,0,29,1655837225.572592,16,39,,0,0,0,0,0,28,1655837224.677986,26,33,,0,0,0,0,0,6,1655837224.780582,23,46,,0,0,0,0,0,5,1655837225.670492,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0,0,0,0,29,1655837225.572592,16,39,,0,0,0,0,0,28,1655837225.677566,26,33,,0,0,0,0,0,6,1655837224.780582,23,46,,0,0,0,0,0,5,1655837225.670492,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0,0,0,0,29,1655837225.572592,16,39,,0,0,0,0,0,32,1655837225.677566,26,35,,0,0,0,0,0,6,1655837225.751114,23,46,,0,0,0,0,0,5,1655837225.670492,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0,0,0,0,31,1655837226.593403,15,40,,0,0,0,0,0,42,1655837225.677566,26,40,,0,0,0,0,0,6,1655837225.751114,23,46,,0,0,0,0,0,5,1655837225.670492,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0,0,0,0,31,1655837226.593403,15,40,,0,0,0,0,0,42,1655837225.677566,26,40,,0,0,0,0,0,6,1655837225.751114,23,46,,0,0,0,0,0,5,1655837226.715446,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0,0,0,0,32,1655837226.593403,14,40,,0,0,0,0,0,42,1655837226.839928,26,40,,0,0,0,0,0,6,1655837225.751114,23,46,,0,0,0,0,0,5,1655837226.715446,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0,0,0,0,32,1655837226.593403,14,40,,0,0,0,0,0,42,1655837226.839928,26,40,,0,0,0,0,0,6,1655837226.977263,23,46,,0,0,0,0,0,5,1655837226.715446,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0.2,0,0,0,33,1655837227.369882,14,40,door,0,0,0,0,0,42,1655837226.839928,26,40,,0,0,0,0,0,6,1655837226.977263,23,46,,0,0,0,0,0,5,1655837226.715446,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0.2,0,0,0,34,1655837227.590905,14,41,,0,0,0,0,0,42,1655837226.839928,26,40,,0,0,0,0,0,6,1655837226.977263,23,46,,0,0,0,0,0,5,1655837226.715446,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0.2,0,0,0,34,1655837227.590905,14,41,,0,0,0,0,0,42,1655837226.839928,26,40,,0,0,0,0,0,6,1655837226.977263,23,46,,0,0,0,0,0,5,1655837228.008594,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0.2,0,0,0,35,1655837227.590905,14,42,,0,0,0,0,0,42,1655837226.839928,26,40,,0,0,0,0,0,6,1655837228.097296,23,46,,0,0,0,0,0,5,1655837228.008594,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0.2,0,0,0,35,1655837227.590905,14,42,,0,0,0,0,0,42,1655837228.113733,26,40,,0,0,0,0,0,6,1655837228.097296,23,46,,0,0,0,0,0,5,1655837228.008594,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0.2,0,0,0,37,1655837228.57922,14,44,,0,0,0,0,0,42,1655837228.113733,26,40,,0,0,0,0,0,6,1655837228.097296,23,46,,0,0,0,0,0,5,1655837228.008594,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0.2,0,0,0,38,1655837228.57922,14,45,,0,0,0,0,0,48,1655837228.818852,23,40,,0,0,0,0,0,6,1655837228.097296,23,46,,0,0,0,0,0,5,1655837228.008594,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0.2,0,0,0,39,1655837228.57922,14,46,,0,0,0,0,0,58,1655837228.818852,18,40,,0,0,0,0,0,6,1655837228.097296,23,46,,0,0,0,0,0,5,1655837228.962493,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0.2,0,0,0,40,1655837228.57922,14,47,,0,0,0,0,0,60,1655837228.818852,17,40,,0,0,0,0,0,6,1655837229.489857,23,46,,0,0,0,0,0,5,1655837228.962493,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0.2,0,0,0,41,1655837229.583854,15,47,,0,0,0,0,0,60,1655837228.818852,17,40,,0,0,0,0,0,6,1655837229.489857,23,46,,0,0,0,0,0,5,1655837228.962493,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0.2,0,0,0,42,1655837229.583854,16,47,,0,0,0,0,0,62,1655837228.818852,18,40,,0,0,0,0,0,6,1655837229.489857,23,46,,0,0,0,0,0,5,1655837229.854484,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0.2,0,0,0,42,1655837229.583854,16,47,,0,0,0,0,0,62,1655837229.885568,18,40,,0,0,0,0,0,6,1655837229.489857,23,46,,0,0,0,0,0,5,1655837229.854484,24,19,,False,,,,,,,,,,,,
0.04067397117614746,0.2,0,0,0,43,1655837229.583854,16,48,,0,0,0,0,0,68,1655837229.885568,21,40,,0,0,0,0,0,6,1655837230.000754,23,46,,0,0,0,0,0,5,1655837229.854484,24,19,,False,,,,,,,,,,,,
