inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
9,0,0,0,0,0,0,1651760454
10,0,0,0,0,0,0,1651760464
10,0,0,0,0,0,0,1651760474
5,0,0,3,2,3,0,1651760484
9,0,0,0,0,0,0,1651760493
10,0,0,0,0,0,0,1651760505
8,1,0,0,1,0,0,1651760515
9,0,0,0,0,0,0,1651760524
9,0,0,1,1,1,0,1651760535
6,0,0,0,0,3,0,1651760544
9,0,0,1,1,0,0,1651760554
7,0,5,0,2,0,0,1651760564
5,0,0,0,0,4,0,1651760574
10,0,0,0,0,0,0,1651760584
9,0,0,0,0,0,0,1651760593
11,0,0,0,0,0,0,1651760604
10,0,0,0,0,0,0,1651760615
7,0,2,0,2,0,0,1651760624
10,0,0,0,0,0,0,1651760634
9,0,0,0,0,0,0,1651760643
11,0,0,0,0,0,0,1651760654
8,0,0,0,0,0,0,1651760662
12,0,0,0,0,0,0,1651760674
9,0,0,0,0,0,0,1651760683
12,0,0,0,0,0,0,1651760695
9,0,0,0,0,0,0,1651760704
8,0,0,0,0,0,0,1651760712
11,0,0,0,0,0,0,1651760723
2,0,0,0,0,0,0,1651760725
22,0,0,0,0,0,0,1651760747
